filename,CNPJ
BOLETO IPTU 2022 - MEI - 03786183.pdf,
BOLETO IPTU 2022 - MEI - 03786191.pdf,
BOLETO IPTU 2022 - MER.pdf,
BOLETO IPTU 2022 - MRB - 05419841.pdf,
BOLETO IPTU 2022 - MRB - 05419858.pdf,
BOLETO IPTU 2022 - MUN - 125.129.0138-5.pdf,
BOLETO IPTU 2022 - MUN - 125.129.0164-4.pdf,
BOLETO IPTU 2022 - NDR.pdf,
BOLETO IPTU 2022 - NFL.pdf,
BOLETO IPTU 2022 - NIG - n achei (1).pdf,29.138.278/0001-01
BOLETO IPTU 2022 - NIG - n achei (2).pdf,29.138.278/0001-01
BOLETO IPTU 2022 - NPN.pdf,03.818.893/0001-75
BOLETO IPTU 2022 - PAC.pdf,
BOLETO IPTU 2022 - PAN - 081.188.0034-2.pdf,
BOLETO IPTU 2022 - PAN - 081.188.0035-0.pdf,
BOLETO IPTU 2022 - PAR - 017.017.0058-1.pdf,
BOLETO IPTU 2022 - PAR - 017.017.0954-6.pdf,
BOLETO IPTU 2022 - PAV.pdf,
BOLETO IPTU 2022 - PES.pdf,
BOLETO IPTU 2022 - PFL CK.pdf,
BOLETO IPTU 2022 - PIT.pdf,
BOLETO IPTU 2022 - PKE - 1008397.pdf,29.138.328/0001-50
BOLETO IPTU 2022 - PKE - 1598249.pdf,"13.572.534/0001-34,29.138.328/0001-50"
BOLETO IPTU 2022 - PND.pdf,
BOLETO IPTU 2022 - PQC.pdf,
BOLETO IPTU 2022 - PRV.pdf,
BOLETO IPTU 2022 - RB1 - 14264857.pdf,
BOLETO IPTU 2022 - RB1 - 14264865.pdf,
BOLETO IPTU 2022 - RB1 - 14264873.pdf,
BOLETO IPTU 2022 - RB4 - 05532650.pdf,
BOLETO IPTU 2022 - RB4 - 05532676.pdf,
BOLETO IPTU 2022 - RB4 - 05532700.pdf,
BOLETO IPTU 2022 - RCF - 3.29905-8.pdf,
BOLETO IPTU 2022 - RCF - 3.29906-6.pdf,
BOLETO IPTU 2022 - RCF - 3.29907-4.pdf,
BOLETO IPTU 2022 - RCF - 3.29908-2.pdf,
BOLETO IPTU 2022 - RCF - 3.29909-0.pdf,
BOLETO IPTU 2022 - RCF - 3.29910-4.pdf,
BOLETO IPTU 2022 - RCF - 3.42819-2.pdf,
BOLETO IPTU 2022 - RCF CK.pdf,
BOLETO IPTU 2022 - RES.pdf,
BOLETO IPTU 2022 - SAM.pdf,
BOLETO IPTU 2022 - SB2.pdf,
BOLETO IPTU 2022 - SBT.pdf,
BOLETO IPTU 2022 - SCD.pdf,45.358.249/0001-01
BOLETO IPTU 2022 - SCZ.pdf,
BOLETO IPTU 2022 - SET.pdf,
BOLETO IPTU 2022 - SIB.pdf,
BOLETO IPTU 2022 - SJO.pdf,
BOLETO IPTU 2022 - SMA ERRO.pdf,42.591.651/0674-85
BOLETO IPTU 2022 - STA.pdf,
BOLETO IPTU 2022 - SUB.pdf,
BOLETO IPTU 2022 - SUC - 04305090.pdf,
BOLETO IPTU 2022 - SUC - 04305116.pdf,
BOLETO IPTU 2022 - SUC - 04305124.pdf,
BOLETO IPTU 2022 - TAQ.pdf,
BOLETO IPTU 2022 - TIA - PARCELA 1 L.pdf,
BOLETO IPTU 2022 - TIJ.pdf,
BOLETO IPTU 2022 - TIR - 018.010.0058-1.pdf,
BOLETO IPTU 2022 - TIR - 018.010.0069-7.pdf,
BOLETO IPTU 2022 - UVA.pdf,
BOLETO IPTU 2022 - VAL.pdf,
BOLETO IPTU 2022 - VCM.pdf,
BOLETO IPTU 2022 - VLA.pdf,28.909.604/0001-74
BOLETO IPTU 2022 - VMA.pdf,
BOLETO IPTU 2022 - VOL.pdf,
BOLETO IPTU 2022 - WHI.pdf,
BOLETO IPTU 2022 - WLZ.pdf,
BOLETO IPTU 2022 - ZUQ - BANCO OK.pdf,
Boletos - FALTA DEMONSTRATIVO.pdf,47.508.411/0001-56
BOLETOS IPTU 2022 - ADR - PAGAR TODOS OS BOLETOS.pdf,
"Boleto_ARCOS DOURADOS COM_1446,50.pdf",47.508.411/0001-56
BPA - B02970 - 3 BOLETOS - BANCO OK.pdf,17.745.613/0001-50
BPE - B20030 (2).pdf,"1,7,.,4,5,6,3,/,0,-"
BPE - B20030.pdf,11.096.279/0001-75
BPE - VALOR EM ABERTO 042020 21.02.pdf,11.096.279/0001-75
BPT - B70200 ENVIAR FRANQ.pdf,"04.126.722/0001-48,23.743.547/0001-82"
BPT - B70200 FRANQ ALUGUEL.pdf,23.743.547/0001-82
"BRA - B00630  185,20 350,00 1345,15.pdf","2,3,.,7,4,5,/,0,1,-,8"
BRA - B00630 - ELETRONICO.pdf,"2,,,3,.,7,4,5,/,0,1,-,8"
BRD - B02330 VERIF ELETRONICO.pdf,42.031.201/0001-04
BRD - B02330.pdf,24.525.191/0001-34
BRU - 05.02.pdf,"09.477.652/0039-69,42,591.651/0001-43"
BRU - B0262 (2).pdf,03.262.205/0001-33
BRU - B0262.pdf,09.477.652/0039-69
BRU - B02620.pdf,72.192.230/0001-00
BS3 - B03480.pdf,14.551.970/0001-90
BS4 - B03770 (6).pdf,"42.591.651/0437-05,14.551.970/0001-90"
BS4 - B03770.pdf,"42.591.651/0437-05,14.551.970/0001-90"
BSB - B0947 - DESMEMBRAR (2).pdf,08.711.824/0001-81
BSB - B0947 - DESMEMBRAR.pdf,08.711.824/0001-81
BSB - B0947 - ENVIAR FRANQ.pdf,08.711.824/0001-81
BSB - B09470 ENVIAR FRANQ (2).pdf,08.711.824/0001-81
BSB - B09470 ENVIAR FRANQ 2.pdf,08.711.824/0001-81
BSB - B09470 ENVIAR FRANQ.pdf,08.711.824/0001-81
BSB - B09470 FRANCO DESMEMBRAR.pdf,08.711.824/0001-81
BSB - B09470 FRANQ ALUEL.pdf,08.711.824/0001-81
BSB - B09470 FRANQ ALUGUEL (2).pdf,08.711.824/0001-81
BSB - B09470 FRANQ ALUGUEL.pdf,08.711.824/0001-81
BSB - B09470 FRANQ DESMEMBRAR(2).pdf,08.711.824/0001-81
BSG - B07500 ENVIAR FRANQ.pdf,53.330.296/0001-75
BSH - B02870.pdf,14.551.970/0001-90
BSL.pdf,07.130.138/0001-54
BSN - B70020 FRANQ ALUGUEL (1).pdf,10.193.021/0001-24
BSN - B70020 FRANQ ALUGUEL.pdf,10.193.021/0001-24
BST - B08950 FRANQ ALUGUEL.pdf,01.627.946/0001-45
BTL - B08710 - ENVIAR FRANQ.pdf,"44.192.474/0001-58,18.726.478/0001-00,78.726.478/0001-90"
BTL - B08710 - FRANQ - ELETRONICO.pdf,"44.192.474/0001-58,78.726.478/0001-00,78.726.478/0001-90"
BTL - B08710 DESMEMBRAR (2).pdf,79.792.883/0001-70
BTL - B08710 DESMEMBRAR (3).pdf,79.792.883/0001-70
BTL - B08710 DESMEMBRAR 1.pdf,79.792.883/0001-70
BTL - B08710 DESMEMBRAR.pdf,79.792.883/0001-70
BTS - B7042 - BANCO OK.pdf,02.773.542/0001-22
BTS - B7042 FRANCO ALUGUEL (2).pdf,02.773.542/0001-22
BTS - B7042 FRANCO ALUGUEL.pdf,02.773.542/0001-22
BUD - B06130 (2).pdf,01.003.352/0001-63
BUD - B06130.pdf,01.003.352/0001-63
BUT - B00390.pdf,86.909.348/0001-11
BUZ - B03990 ENVIAR FRANQ (2) 2.pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (2).pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (3) 2.pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (3).pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (4) 2.pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (4).pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (5) 2.pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ (5).pdf,"42.591.661/0001-43,40.242.976/0001-95,42.691.851/0001-43"
BUZ - B03990 ENVIAR FRANQ 2.pdf,40.242.976/0001-95
BUZ - B03990 ENVIAR FRANQ.pdf,40.242.976/0001-95
BVC - B09670 (2).pdf,"32.772.699/0001-02,42,591.651/0001-43"
BVC - B09670.pdf,"32.772.699/0001-02,42,591.651/0001-43"
BVE - B03740 ELETRONICO.pdf,21.465.149/0001-16
BVE - B03740 PROGRAMAR ENCARGOS (2).pdf,21.465.149/0001-16
BVE – B0374 - 24.02.pdf,
"BVL - 21.02 4.165 ,69 banco ok.pdf",00.250.440/0001-05
BVL - B0273 1.pdf,03.262.205/0001-33
BVL - B0273.pdf,79.379.491/0001-83
BVV - B04450 ENVIAR FRANQ (2).pdf,15.091.769/0001-30
BVV - B04450 ENVIAR FRANQ.pdf,15.091.769/0001-30
BVV - B04450 FRANQ ALUGUEL (2) - LANÇAR COMPLEMENTO.pdf,15.091.769/0001-30
BVV - B04450 FRANQ ALUGUEL - VERIFICAR!!!.pdf,15.091.769/0001-30
BVV - B04450 FRANQ ALUGUEL 2.pdf,15.091.769/0001-30
BVV - B04450 FRANQ ALUGUEL SOMA N BATE.pdf,15.091.769/0001-30
BVV - B04450 FRANQ DESMEMBRAR.pdf,15.091.769/0001-30
CAB - B0507 - PAGO EM 03.02.pdf,"17.244,360/0001-31,17.244.360/0001-31"
"CAB - B05070 - 56.613,62 BANCO OK.pdf",61.014.965/0001-28
CAB - B05070 - PAGO 03.02.pdf,"17.244,360/0001-31,17.244.360/0001-31"
CAB - B05070.pdf,"17.244.360/0001-31,17.244,360/0001-31"
CAP - B03540 - ELETRONICO.pdf,"28.597.077/0001-00,42.591.651/0797-34"
CAR - B40260.pdf,"30.895.765/0001-06,42,591.651/0001-43"
CAX - B05220 ENVIAR FRANQ.pdf,
CAX - B05220 FRANQ ALUGUEL (3).pdf,
CAX - B05220 FRANQ ALUGUEL.pdf,
CAX - B05220 FRANQ DESMEMBRAR.pdf,
CB2 - B05750 DESMEMBRAR (2).pdf,
CB2 - B05750 FRANQ DESMEMBRAR.pdf,
CBD - 16.02.pdf,79.792.883/0001-70
CDE - B03510 (2).pdf,38.723.904/0001-18
CDE - B03510 (3).pdf,38.723.904/0001-18
CDE - B03510.pdf,38.723.904/0001-18
CDU - B41260.pdf,03.470.450/0001-36
CEL - B0345.pdf,"33.130.543/0001-82,18.954.481/0001-30"
CEL - B03450 (2).pdf,02.768.258/0001-68
CEL - B03450.pdf,02.768.258/0001-68
CEP - B01960 ENVIAR FRANQ (3).pdf,53.820.585/0001-52
CEP - B01960 ENVIAR FRANQ.pdf,53.820.585/0001-52
CEP - B01960 FRANQ ALUGUEL.pdf,"48,142.335/0001-70"
CFO - B20690 FRANQ ALUGUEL - VERIFICAR NO ORACLE O PGTO.pdf,07.859.510/0003-20
CFR - B05420 -  (1).pdf,
CFR - B05420 -  (2).pdf,45.543.915/0001-81
CFR - B05420 - 2 (1).pdf,
CFR - B05420 - 2 (2).pdf,
CGG - B00920 -  (1).pdf,45.543.915/0001-81
CGG - B00920 -  (2).pdf,
CGG - B00920 - DESMEMBRAR (1).pdf,
CGG - B00920 - DESMEMBRAR (2).pdf,45.543.915/0001-81
CGS - B06670 (2).pdf,35.794.505/0001-50
CGS - B06670.pdf,35.794.505/0001-50
CIT - B1161 - ELETRONICO.pdf,
CIT B1161 - AAH B0247 - AFD B0106 - SAP B0129.pdf,
CMA - B09290 ENVIAR FRANQ.pdf,42.109.941/0001-08
CMA - B09290 FRANQ ALUGUEL.pdf,42.109.941/0001-08
CMV - B41020.pdf,08.788.323/0001-01
CNA - B9113 - 05.02.pdf,14.551.970/0001-90
CNA - B9113 FRANQ DESMEMBRAR BANCO OK.pdf,14.551.970/0001-90
CNA - B91130 FRANQ ALUGUEL.pdf,14.551.970/0001-90
CNA - B91130 FRANQ PAG V2.pdf,14.551.970/0001-90
CNB - B05130 (2) - BOLETO PAGO 17.01.pdf,00.719.559/0001-76
CNB - B05130 (2).pdf,00.719.559/0001-76
CNB - B05130 - BOLETO PAGO 17.01.pdf,11.366.392/0001-23
"CNB - B05130 - LANÇAR 612,97.pdf",11.366.392/0001-23
CNB - B05130.pdf,00.719.559/0001-76
CNL - B0311.pdf,"53.817.748/0001-48,42.591.651/0938-00"
"CNL - B03110 (3) LANÇAR 569,99.pdf",04.279.183/0001-87
CNL - B03110.pdf,04.279.183/0001-87
CNO - B70030 FRANQ ALUGUEL.pdf,17.035.371/0001-01
CNS - B0900.pdf,09.457.452/0001-71
CNS - B09000 BANCO OK].pdf,09.457.452/0001-71
CNS - B09000 ENVIAR FRANQ.pdf,09.457.452/0001-71
CNS - B09000 ENVIAR FRANQUEADOS.pdf,09.457.452/0001-71
CNS - B09000 FRANQ (PAGAMOS V2).pdf,09.457.452/0001-71
CNS - B09000 FRANQ ALUGUEL.pdf,02.470.887/0001-07
CNT - B2002 ENVIAR FRANQ.pdf,17.959.398/0001-90
CNT - B2002 FRANQ ALUGUEL L.pdf,17.959.398/0001-90
COL - B07250 - DESMMEBRAR (1).pdf,45.543.915/0001-81
COL - B07250 - DESMMEBRAR (2).pdf,
CON - B00360 ELETRONICO FRANQ ALUGUEL.pdf,11.264.088/0001-75
CON - B00360 ENVIAR FRANQ (VERIF ELETRONICO).pdf,47.187.794/0001-08
CON - B00360 ENVIAR FRANQ 2.pdf,47.187.794/0001-08
CON - B00360 ENVIAR FRANQ.pdf,47.187.794/0001-08
CON - B00360 FRANQ ALUGUEL (VERIF ELETRONICO).pdf,11.264.088/0001-75
CON - B00360 FRANQ ALUGUEL.pdf,11.264.088/0001-75
CONSUMO SHOPPING JANEIRO 2022A.pdf,
COS - B01100 -  (1).pdf,
COS - B01100 -  (2).pdf,
COS - B01100 -  (3).pdf,45.543.915/0001-81
COS - B01100 -  (4).pdf,45.543.915/0001-81
COT - B02710 (2).pdf,21.764.677/0001-76
COT - B02710.pdf,"2,1,.,7,6,4,/,0,-"
"CP2 - VALOR BANCO 16.322,84 BANCO OK.pdf","68.608.389/0001-96,08.029.844/0001-77"
CPG - B05430 - LANÇADO 823.pdf,
CPG - B05430.pdf,
CPL - B01050.pdf,03.421.538/0001-68
CPL 21-02 (2).pdf,03.618.549/0001-32
CPL 21-02.pdf,03.618.549/0001-32
CRA - B0373 - BANCO OK.pdf,31.992.415/0001-12
CRA - B03730 DESMEMBRAR (2).pdf,"10.744.882/0001-53,18.954.481/0001-30"
CRA - B03730 DESMEMBRAR.pdf,"18.571.385/0001-02,18.954.481/0001-30"
CRA - B03730 ENVIAR FRANQ.pdf,"18.571.385/0001-02,18.954.481/0001-30"
"CRA - B03730 FRANQ ALUGUEL - LANÇAR 0,01.pdf","18.571.385/0001-02,18.954.481/0001-30"
CRA - B03730 FRANQ ALUGUEL.pdf,"18.571.385/0001-02,18.954.481/0001-30"
CRD - B10190 - VERICAR LANÇAMENTOS.pdf,13.222.616/0001-59
CRD - B10190.pdf,13.222.616/0001-59
CRR - B2083 - 15.02.2022 - COND.pdf,30.890.346/0001-73
CRR - B2083 - 15.02.2022 - FPP.pdf,30.890.346/0001-73
CRR - B20830 ENVIAR FRANQ (2).pdf,30.890.346/0001-73
CRR - B20830 ENVIAR FRANQ 3.pdf,30.890.346/0001-73
CRR - B20830 ENVIAR FRANQ 4.pdf,30.890.346/0001-73
CRR - B20830 ENVIAR FRANQ.pdf,30.890.346/0001-73
CRR - B20830 FRANQ ALUGUEL.pdf,30.890.346/0001-73
CRT - B05020 ELETRONICO.pdf,
CSA - B01480 -  (1).pdf,45.543.915/0001-81
CSA - B01480 -  (2).pdf,45.543.915/0001-81
CSA - B01480 - 2 (1).pdf,45.543.915/0001-81
CSA - B01480 - 2 (2).pdf,
CSB - B00730 -  (1).pdf,
CSB - B00730 -  (2).pdf,45.543.915/0001-81
CSB - B00730 -  (3).pdf,45.543.915/0001-81
CSB - B00730 -  (4).pdf,
CSC - B01690  JÁ TEM BOLETO COM ENCARGOS.pdf,
CSC - B01690 (2) FAVOR PINTAR.pdf,
CSC - B01690 (2).pdf,
CSC - B01690 (3).pdf,
CSC - B01690 (4).pdf,
CSC - B01690 (5).pdf,
CSC - B01690 - LANÇAR.pdf,
CSC - B01690 3 JÁ TEM BOLETO COM ALUGUEL.pdf,
CSC - B01690 JÁ TEM BOLETO COM ENCARGOS.pdf,
CSC - B01690 JÁ TEM BOLETO COM O ALUGUEL.pdf,
CSC - B01690.pdf,
CSO - B07490 -  (1).pdf,45.543.915/0001-81
CSO - B07490 -  (2).pdf,45.543.915/0001-81
CSO - B07490 ENVIAR FRANQ (2).pdf,50.333.699/0001-80
CSO - B07490 ENVIAR FRANQ (3).pdf,50.333.699/0001-80
CSO - B07490 ENVIAR FRANQ.pdf,"14.444.950/0001-10,14.444,950/0001-10"
CSO - B07490 FRANCO ALUGUEL (2).pdf,50.333.699/0001-80
CSO - B07490 FRANQ - ENERGIA.pdf,50.948.371/0013-01
CSO - B07490.pdf,05.093.715/0001-50
CSQ - B05110 (2).pdf,
CSQ - B05110.pdf,
CSS - B70280 - FRANQ - PAGAR V2 - LANÇAR ESTORNO.pdf,
CSS - B70280 2.pdf,
CSS - B70280 FRANQ PAG V2.pdf,
CSS - B70280.pdf,
CTA - B0790 - Contrato 2096.pdf,18.242.072/0001-00
CTA - B0790 - ERRO BANCO.pdf,"1,8,.,2,4,0,7,/,-"
CTA - B0790 - PAGAR.pdf,"1,,,8,.,2,4,0,7,/,-"
CTA - B0790.pdf,18.242.072/0001-00
CTG - B08310 ENVIAR FRANQ.pdf,12.429.281/0001-81
CTG - B08310 FRANQ ALUGUEL - ELETRONICO.pdf,03.412.055/0001-05
CTR - B20850 ENVIAR FRANQ.pdf,08.652.138/0001-87
CTR - B20850 FRANQ 2.pdf,08.652.138/0001-87
CTR - B20850 FRANQ.pdf,08.652.138/0001-87
CUB - B1045.pdf,47.508.411/0001-56
CVK - 15.02 - BANCO OK.pdf,45.401.007/0001-53
CVK - B07290 - VERIF LANÇAMENTO.pdf,45.401.007/0001-53
CVK - B07290 ENVIAR FRANQ.pdf,45.401.007/0001-53
CVK - B07290 FRANQ ALUGUEL - DESMEMBRAR.pdf,45.401.007/0001-53
CVK - B07290 FRANQ ALUGUEL.pdf,45.401.007/0001-53
D1D - B00580 VERIF ELETRONICO.pdf,"67.630.558/0001-27,67.630.558/0001-21"
D1D - B00580.pdf,09.596.169/0001-20
DAC - B0925.pdf,10.431.564/0001-32
DAC - B09250 FRANQ ALUGUEL - VERIF LANÇAMENTOS.pdf,10.431.564/0001-32
"DAC - B09250 FRANQ ALUGUEL FALTAM 0,90.pdf",10.431.564/0001-32
DAC - B09250 VERIF ELETRONICO.pdf,10.984.317/0001-63
"DAS - B20550 - 239 ,72 BANCO OK.pdf",17.191.798/0001-07
DAS - B20550 - BOLETO SEM DESCRIÇÃO DE PGTO.pdf,57.546.715/0007-57
DAS - B20550 - NAO ENCONTREI.pdf,34.780.489/0001-83
DBI - B20870.pdf,11.948.736/0001-02
DBR - B03530.pdf,31.546.666/0001-73
DCA - B06370 - VERIF LANÇAMENTOS.pdf,
DGR - B06360.pdf,93.209.765/0001-17
DIA - B03240 (2).pdf,14.551.970/0001-90
DIA - B03240 (3).pdf,14.551.970/0001-90
DIA - B03240.pdf,14.551.970/0001-90
DOW - B03570 (1 - NAO TEM LINHA DE LANÇAMENTO.pdf,
DOW - B03570 - VERIF LANÇAMENTOS.pdf,
"DOW - B03570 FALTA 3925,76.pdf",02.686.197/0001-90
DPI - B02580   2.pdf,11.948.736/0001-02
"DPI - B02580 - 3446,23.pdf",32.829.299/0001-88
DPI - B02580 - processar.pdf,03.582.819/0001-00
DPI - B02580.pdf,03.582.819/0001-00
DPM - B07530 FRANQ (2).pdf,09.281.025/0001-85
DPM - B07530 FRANQ.pdf,09.281.025/0001-85
DPT -17.02.pdf,00.387.387/0001-80
DRE - B03010 (2) 1.pdf,
DRE - B03010 (2) ERRO BANCO.pdf,
DRE - B03010 (2).pdf,
DRE - B03010 (4).pdf,
DRE - B03010 - ERRO BANCO.pdf,
DRE - B03010.pdf,
DRG - B20110 (2).pdf,27.289.483/0001-42
DRG - B20110 2.pdf,92.213.552/0001-04
DRG - B20110.pdf,27.289.483/0001-42
DSE - B20700.pdf,07.889.007/0001-55
DTM - B91120 FRANQ ALUGUEL.pdf,28.474.019/0001-99
DTM - B91120 FRANQ DESMEMBRAR.pdf,28.474.019/0001-99
DTP - B91150 -  (1).pdf,
DTP - B91150 -  (2).pdf,45.543.915/0001-81
DTP - B91150 VERIF ELETRONICO.pdf,10.456.799/0001-89
DUN - B01270 ENVIAR FRANQ - .pdf,
DUN - B01270 ENVIAR FRANQ.pdf,
DUN - B01270 FRANQ (ENVIAR FRANQ).pdf,
DUN - B01270 FRANQ DESMEMBRAR.pdf,
DVH - B02720   2.pdf,11.948.736/0001-02
"DVH - B02720  - 3446,23 VERIF LANÇAMENTOS.pdf",32.829.299/0001-88
e-mail lote formatado.pdf,
E-MAIL LOTE FORMATADP.pdf,
EB2 - B04360.pdf,
EB2 - B41280.pdf,
EBA - B4056 - 05.02.pdf,
EBA - B4056.pdf,
EBA - B40560 (2).pdf,
EBA - B40560 - ERRO BANCO.pdf,
EBA - B40560 - ja baixado.pdf,
EBA - B40560.pdf,
EBH - B04360 (2).pdf,
"EBH - B04360 - LANÇAR -0,01.pdf",
EBH - B04360 JÁ TEM BOLETO COM ALUGUEL.pdf,
EBH - B04360 JÁ TEM BOLETO COM ENCARGOS.pdf,
EBH - B04360.pdf,
EBH B0436 - PROGRAMAR ELETRONICO.pdf,00.589.428/0001-11
EMA - B07090 FRANQ ALUGUEL (2) VERIF ELETRONICO.pdf,43.432.285/0001-42
EMA - B07090 FRANQ ALUGUEL.pdf,23.791.699/0001-50
EMAIL LOTE FORMATADO.pdf,
ETA - B00540 -  (1).pdf,
ETA - B00540 -  (2).pdf,
ETA - B00540 - 2 (1).pdf,
ETA - B00540 - 2 (2).pdf,45.543.915/0001-81
FAL - B05490  -ELETRONICO.pdf,"4,5,.,3,9,1,/,0,-,8"
FAL - B05490 (2) - TIRAR DA SOMA - ELETRONICO.pdf,63.560.114/0001-06
FAL - B05490.pdf,
FCR - B11140 (2).pdf,31.151.245/0001-43
FCR - B11140 - BANCO OK.pdf,34.780.489/0001-83
FCR - B11140 2.pdf,38.355.858/0001-41
FCR - B11140.pdf,31.151.245/0001-43
FDP - B05990 FRANQ ALUGUEL.pdf,"3,1,.,5,2,4,/,0,-"
FEL 25.02 (2).pdf,05.462.055/0001-37
FES - B05340 (2).pdf,
FES - B05340 (3).pdf,
FES - B05340 (4).pdf,
FES - B05340 (5).pdf,
FES - B05340.pdf,
FGB - B40210 (2).pdf,"19.248.604/0001-80,42,591.651/0001-43"
"FGB - B40210 LANÇAR  301,60.pdf","19.248.604/0001-80,42,591.651/0001-43"
FGB - B40210.pdf,19.248.604/0001-80
"FGV - B40050 - BANCO OK FALTA 0,01.pdf",
FIG  - B08820.pdf,"06.601.496/0001-35,29.738.226/0001-76"
Filial(1)_Contrato(1150)_Loja(150)_NumBoleto(5).pdf,"0,6,.,1,4,9,/,-,3,5,,,2,7,8"
FLP - B03520 - SOLICITAR NOVO BOLETO.pdf,"0,,,6,.,1,4,9,/,-,3,5,2,7,8"
FNS - B05500 (2).pdf,17.792.484/0001-51
FNS - B05500.pdf,17.792.484/0001-51
FOP - B91140   2.pdf,18.701.109/0001-11
FOP - B91140 - ENERGIA.pdf,21.764.677/0001-76
FOP - B91140.pdf,21.764.677/0001-76
FOZ - B05300   2.pdf,11.948.736/0001-02
FOZ - B05300.pdf,21.764.677/0001-76
FRA - B05280 (2).pdf,08.430.570/0001-23
"FRA - B05280 - LANÇADO 12,85 INCORRETAMENTE.pdf",08.430.570/0001-23
FRA - B05280 SOMA N BATE.pdf,68.323.609/0001-35
FRA - B05280.pdf,68.323.609/0001-35
FRB - B08830 FRANQ PAG V2.pdf,13.004.510/0001-89
FRB - B08830 FRANQ PAGAR V2 - BANCO OK.pdf,13.004.510/0001-89
FRB -21.02.pdf,"35.705.597/0001-54,07.340.995/0001-89"
FRM - B1103.pdf,02.773.542/0001-22
FRW - B03040 VERIF ELETRONICO.pdf,30.240.444/0001-65
FSM l Mc Donald's- 24.02.2022.pdf,20.656.193/0001-40
FST - B03870 2.pdf,22.790.286/0001-99
FST - B03870.pdf,"08.090.481/0001-85,08,090.481/0001-85"
FTA - B0711 PARCELA IPTU-2020.pdf,01.086.379/0001-67
FVS - B06300 FRANQ (PAGAR V2) VERIF LANÇAMENTOS.pdf,19.807.185/0001-79
FVS - B06300.pdf,19.807.185/0001-79
GBA - B4122.pdf,"04.321.130/0001-87,18.954.481/0001-30"
GCR - B40140 ENVIAR FRANQ (2).pdf,18.056.435/0001-13
GCR - B40140 ENVIAR FRANQ (3).pdf,18.056.435/0001-13
GCR - B40140 ENVIAR FRANQ.pdf,18.056.435/0001-13
GD2 - B1093 .pdf,"49.051.667/0001-02,42.591.651/2111-95"
GDR - B08100 (2) FRANQ.pdf,31.698.759/0001-13
GDR - B08100 FRANQ (2).pdf,31.698.759/0001-13
GDR - B08100 FRANQ.pdf,31.698.759/0001-13
GDU - B10750 -.pdf,41.757.301/0001-41
GDU - B10750.pdf,41.757.301/0001-41
GED - B07590 - DESMEMBRAR (1).pdf,45.543.915/0001-81
GED - B07590 - DESMEMBRAR (2).pdf,
GFS - B40590 (2).pdf,02.103.836/0001-47
GFS - B40590 (3).pdf,02.103.836/0001-47
GFS - B40590 (4).pdf,02.103.836/0001-47
GFS - B40590 (5).pdf,02.103.836/0001-47
GFS - B40590.pdf,02.103.836/0001-47
GI2 - 23.02 (10).pdf,15.578.569/0001-06
GI2 - 23.02 (11).pdf,15.578.569/0001-06
GI2 - 23.02 (12).pdf,15.578.569/0001-06
GI2 - 23.02 (2).pdf,15.578.569/0001-06
GI2 - 23.02 (3).pdf,15.578.569/0001-06
GI2 - 23.02 (6).pdf,15.578.569/0001-06
GI2 - 23.02 (7).pdf,15.578.569/0001-06
GI2 - 23.02 (8).pdf,15.578.569/0001-06
GI2 - 23.02 (9).pdf,15.578.569/0001-06
GI2 - 23.02.pdf,15.578.569/0001-06
GIA 23.02 (2).pdf,15.578.569/0001-06
GIA 23.02 (3).pdf,15.578.569/0001-06
GIA 23.02 (4).pdf,15.578.569/0001-06
GIA 23.02 (5).pdf,15.578.569/0001-06
GIA 23.02 (6).pdf,15.578.569/0001-06
GIA 23.02.pdf,15.578.569/0001-06
GIB - B40240.pdf,32.899.175/0001-79
GIB 18.02.pdf,32.899.175/0001-79
GIB Boleto0945494-14000000000000345- MCD.pdf,32.899.175/0001-79
GMM - B40740 (2).pdf,22.291.941/0001-64
GMM - B40740.pdf,15.576.392/0001-09
GNA - B0446.pdf,"04.321.130/0001-87,18.954.481/0001-30"
GNB - B41060.pdf,"04.321.130/0001-87,18.954.481/0001-30"
GNC - B6002 FRANCO PAG ENCARGOS (4).pdf,"04.321.130/0001-87,18.954.481/0001-30"
GNG - 1802.pdf,"04.321.130/0001-87,18.954.481/0001-30"
GNG.pdf,"04.321.130/0001-87,18.954.481/0001-30"
GOI - B05520.pdf,02.103.836/0001-47
GOL - B10340 (2).1.pdf,23.150.045/0001-48
GOL - B10340 (2).pdf,23.150.045/0001-48
GOL - B10340.pdf,23.150.045/0001-48
GOS - B05680 - verif lançamento.pdf,
GOS - B05680.pdf,
GPA - B40020 (2) 2.pdf,01.874.077/0001-53
GPA - B40020 (2)-STFSANN005301-L.pdf,01.874.077/0001-53
GPA - B40020 (2).pdf,01.874.077/0001-53
GPA - B40020 (3)-STFSANN005301-L.pdf,23.282.496/0001-39
GPA - B40020 (4).pdf,23.282.496/0001-39
GPA - B40020 (6)-STFSANN005301-L.pdf,23.282.496/0001-39
